level,lessonId,title,titleEn,explanationViDraft
N2,22,～を～として,"Express as, in the capacity of, or taking something as","Mẫu ～を～として dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun1 + を + Noun2 + として. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,22,～を中心に,Indicates that something is centered around or focused on a main topic or area,"Mẫu ～を中心に dùng để diễn tả: biểu thị sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + を中心に. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,23,～を問わず,Means regardless of or irrespective of,"Mẫu ～を問わず dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + を問わず. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,23,～を込めて,"To express that something is done with a certain feeling, intention, or emotion","Mẫu ～を込めて dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Feeling/emotion/intention Noun + を + 込めて + Verb. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,23,～を通じて,"Expresses through, throughout, or during","Mẫu ～を通じて dùng để diễn tả: diễn tả thông qua; sắc thái/cách dùng cần đối chiếu thêm; trong lúc. Cấu trúc: Noun + を通じて. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,23,～を頼りに,To rely on or depend on something or someone,"Mẫu ～を頼りに dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + を頼りに. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,23,～一方,"Indicates that while one action or situation is happening, another action or situation is also occurring or is in contrast","Mẫu ～一方 dùng để diễn tả: biểu thị sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-casual + 一方(で), い-Adjective + 一方(で), な-Adjective + な/である一方(で), Noun + である一方(で). Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,23,～一方だ,Expresses that a situation or condition is continuing to increase or decrease in one direction,"Mẫu ～一方だ dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-dictionary form + 一方だ. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,23,～上で,"Used to express that something is done after or on the basis of something else; after, upon","Mẫu ～上で dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; sau khi. Cấu trúc: Verb-ますstem + 上で, Noun + の上で. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,24,～上に,"Express in addition to, besides, not only... but also","Mẫu ～上に dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; ngoài ra. Cấu trúc: Verb-plain + 上に, い-Adjective + 上に, な-Adjective + な上に, Noun + の上に. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,24,～上は,"Expresses now that, since, or once","Mẫu ～上は dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; vì; do; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-casual + 上は, い-Adjective + 上は, な-Adjective + な上は, Noun + の上は. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,24,～以上,Expresses since or as long as in a conditional context,"Mẫu ～以上 dùng để diễn tả: diễn tả vì; do; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-casual + 以上, い-Adjective + 以上, な-Adjective + な以上, Noun + の以上. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,24,～以来,"Indicates something happening since, ever since, or after a particular time","Mẫu ～以来 dùng để diễn tả: biểu thị sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-past + 以来, い-Adjective + 以来, Noun + 以来. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,24,～切る,To do something completely or thoroughly,"Mẫu ～切る dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-stem + 切る. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,24,～反面,"Express contrast between two aspects; on the one hand, on the other hand","Mẫu ～反面 dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; mặt khác. Cấu trúc: Verb-casual + 反面, い-Adjective + 反面, な-Adjective + である反面, Noun + である反面. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,24,～向け,Indicating target or intended audience,"Mẫu ～向け dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + 向け. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,24,～恐れがある,Express a concern or fear that something undesirable might occur,"Mẫu ～恐れがある dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-dictionary form + 恐れがある. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,25,～折には,Expresses when or in case of specific situations or timings,"Mẫu ～折には dùng để diễn tả: diễn tả khi; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-dictionary form + 折には, Verb-た form + 折には, い-Adjective + 折には, な-Adjective + な折には, Noun + の折には. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,25,～末,"Express the outcome after a period of time or series of actions; after, as a result of","Mẫu ～末 dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; sau khi. Cấu trúc: Noun + 末. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,25,～次第,Expresses as soon as (when used with Verb-ますstem) or depending on (when used with a noun),"Mẫu ～次第 dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-ますstem + 次第, Noun + 次第. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,25,～次第で,Indicates depending on; based on a certain factor or situation,"Mẫu ～次第で dùng để diễn tả: biểu thị tùy theo; sắc thái/cách dùng cần đối chiếu thêm; tình huống. Cấu trúc: Noun + 次第で. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,25,～次第です,"A polite/formal way to say it depends on... or as soon as..., often used in concluding statements","Mẫu ～次第です dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; ngay khi. Cấu trúc: Verb-ますstem + 次第です (or Noun + 次第です). Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,25,～気味,Indicates a slight feeling or tendency toward a particular state,"Mẫu ～気味 dùng để diễn tả: biểu thị sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + 気味 (e.g., 風邪気味, 寝不足気味, 緊張気味). Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,25,～限り,"Expresses as long as, while, or to the extent that a certain condition holds true","Mẫu ～限り dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; trong khi; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-casual + 限り, い-Adjective + 限り, な-Adjective + な限り, Noun + の限り. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,25,～際に,"Means when, while, or on the occasion of a certain event or situation","Mẫu ～際に dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; trong khi; tình huống. Cấu trúc: Verb-casual + 際に, い-Adjective + 際に, な-Adjective + な際に, Noun + の際に. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,3,A。だが B。,"Expresses contrasting ideas or statements; but, however","Mẫu A。だが B。 dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm; tuy nhiên. Cấu trúc: Sentence A + だが + Sentence B. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,3,A。ただB。,"Express contrast between two situations; although, but, however","Mẫu A。ただB。 dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; mặc dù; tuy nhiên. Cấu trúc: Sentence A + ただ + Sentence B. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,3,A。ただしB。,"Adding a condition or exception to a statement; however, provided that, but only if","Mẫu A。ただしB。 dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; tuy nhiên. Cấu trúc: Statement A + ただし + Condition B. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,3,A。だって B。,"Used to give a reason, express cause or bring up a topic; because, since, its just that","Mẫu A。だって B。 dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; bởi vì; vì; do. Cấu trúc: Verb-casual + だって、い-Adjective + だって、な-Adjective + だって、Noun + だって. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,3,A。ちなみに B。,"Used to give additional information about the topic; by the way, incidentally","Mẫu A。ちなみに B。 dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: A。ちなみに B。. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,3,A。ということは B。,"Expresses the meaning if A, that means B or A implies B","Mẫu A。ということは B。 dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: A + ということは + B. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,3,A。というのは B。,"Used to give an explanation or provide additional information for A; that is to say, in other words","Mẫu A。というのは B。 dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: [Statement A]。というのは、[Statement B]。. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,4,A。なおB。,"Provides additional information; moreover, besides, in addition","Mẫu A。なおB。 dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; hơn nữa; ngoài ra. Cấu trúc: A (sentence) + なお + B (sentence). Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,4,A。もっとも B。,"Express contrasting opinions or facts; although, but, however","Mẫu A。もっとも B。 dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; mặc dù; tuy nhiên. Cấu trúc: Clause A + もっとも + Clause B. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,4,A。要するに B。,"Expressing in short, in a nutshell, or to sum up when restating or summarizing A as B","Mẫu A。要するに B。 dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: A。要するに B。. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,4,Noun につき,"Indicates the reason, cause, or condition for something; due to, regarding, per","Mẫu Noun につき dùng để diễn tả: biểu thị sắc thái/cách dùng cần đối chiếu thêm; nguyên nhân; sắc thái/cách dùng cần đối chiếu thêm; do; bởi vì. Cấu trúc: Noun + につき. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,4,Noun にて,"Expresses location or means; at, in, by, with","Mẫu Noun にて dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm; với. Cấu trúc: Noun + にて. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,4,Noun の ことだから,"Used to provide a reason or explanation based on ones knowledge about the noun; since, because, knowing","Mẫu Noun の ことだから dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; vì; do; bởi vì. Cấu trúc: Noun + のことだから. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,4,Noun を はじめ,"Meaning starting with, including, not only... but also","Mẫu Noun を はじめ dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + をはじめ. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,4,Noun を はじめとして,"Expresses starting with, beginning with, or including","Mẫu Noun を はじめとして dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + をはじめとして. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,5,Noun を はじめとする Noun,"Indicates a representative example of a group; starting with, including, such as","Mẫu Noun を はじめとする Noun dùng để diễn tả: biểu thị sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun1 を はじめとする Noun2. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,5,Noun を めぐって,Concerning; with regard to; about,"Mẫu Noun を めぐって dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; khoảng; về. Cấu trúc: Noun + を + めぐって. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,5,Noun を めぐる Noun,"Indicate a situation or event revolving around a particular noun; concerning, regarding, pertaining to","Mẫu Noun を めぐる Noun dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun1 + を + めぐる + Noun2. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,5,Noun を もとに,Based on; drawing from; using as a reference,"Mẫu Noun を もとに dùng để diễn tả: dựa trên; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + をもとに. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,5,Noun を もとにして,Based on; using; utilizing,"Mẫu Noun を もとにして dùng để diễn tả: dựa trên; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + をもとにして. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,5,Verb ことなく,"Means without doing, not doing, or without happening","Mẫu Verb ことなく dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-stem + ことなく. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,5,Verb ないことには Verb ない,Express that something cannot be done without meeting a certain condition,"Mẫu Verb ないことには Verb ない dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-ない + ことには + Verb-ない. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,5,～あげく,"Expresses the outcome of a series of actions or events; in the end, finally, after","Mẫu ～あげく dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm; cuối cùng; sau khi. Cấu trúc: Verb-た + あげく / Noun + の + あげく. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,6,～あまり,Expresses the result of doing something excessively or beyond a certain point,"Mẫu ～あまり dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-ます stem + あまり, い-Adjective + あまり, な-Adjective + のあまり, Noun + のあまり. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,6,～うちに,"Expresses doing something while a certain condition still holds; while, before, as long as","Mẫu ～うちに dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; trong khi; trước khi; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-casual + うちに, い-Adjective + うちに, な-Adjective + なうちに, Noun + のうちに. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,6,～がい,Expresses worth doing for verbs,"Mẫu ～がい dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-stem + がい. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,6,～かいがあって,Used to express that an effort is worth it or has value; to be worth the effort or to pay off,"Mẫu ～かいがあって dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-past + かいがあって / Noun + の + かいがあって. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,6,～かいもなく,"Expresses the meaning of without worth, in vain, fruitless","Mẫu ～かいもなく dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-た + かいもなく / Noun + の + かいもなく. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,6,～かける,Indicates a process or action is in progress or halfway,"Mẫu ～かける dùng để diễn tả: biểu thị sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-stem + かける. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,6,～がち,Expresses that something tends to occur frequently or habitually,"Mẫu ～がち dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-ます stem + がち / い-Adjective stem + がち / な-Adjective stem + がち. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,7,～か～ないかのうちに,"Expresses an action that occurs immediately after another action; as soon as, no sooner than, the moment","Mẫu ～か～ないかのうちに dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; ngay khi; vừa mới... thì; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-casual + か + Verb-negative form + かのうちに. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,7,～かねない,Express the likelihood of a negative outcome or consequence,"Mẫu ～かねない dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; hệ quả. Cấu trúc: Verb-stem + かねない. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,7,～かねる,Express inability or impossibility of doing an action (often as a polite refusal),"Mẫu ～かねる dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-ます stem + かねる. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,7,～かのようだ,"Express a similarity or comparison; as if, like, as though","Mẫu ～かのようだ dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm; như thể; như; giống như. Cấu trúc: Verb-casual + かのようだ, い-Adjective + かのようだ, な-Adjective + であるかのようだ, Noun + であるかのようだ. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,7,～か～まいか,Used to express a dilemma or indecision between two options or actions,"Mẫu ～か～まいか dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-volitional + か + Verb-volitional + まいか, い-Adjective + であるか + い-Adjective + であるまいか, な-Adjective + であるか + な-Adjective + であるまいか, Noun + であるか + Noun + であるまいか. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,7,～からこそ,"Express the emphasis on the reason; precisely because, it is precisely because","Mẫu ～からこそ dùng để diễn tả: sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-casual + からこそ, い-Adjective + からこそ, な-Adjective + だからこそ, Noun + だからこそ. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,7,〜からして,"Expresses that something is exceptional, unusual, or negative based on a particular aspect or point","Mẫu 〜からして dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + からして. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,7,～からすると,"Expresses a judgment or evaluation based on a certain standard; from this perspective, considering, judging from","Mẫu ～からすると dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Noun + からすると. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
N2,8,～からといって,Expresses just because...doesnt mean or even though...not necessarily,"Mẫu ～からといって dùng để diễn tả: diễn tả sắc thái/cách dùng cần đối chiếu thêm; sắc thái/cách dùng cần đối chiếu thêm. Cấu trúc: Verb-casual + からといって, い-Adjective + からといって, な-Adjective + だからといって, Noun + だからといって. Đây là ngữ pháp N2 thường gặp trong đọc hiểu và câu văn trang trọng; cần duyệt lại sắc thái, văn cảnh dùng và bản dịch ví dụ trước khi bỏ nhãn kiểm duyệt."
